match_id,radiant_win,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9,player_10
5214404377,False,69,8,74,34,14,46,110,54,13,36
5214404378,False,31,104,99,58,11,23,93,16,26,64
5214404379,True,119,4,98,104,22,85,93,27,102,47
5214404380,False,59,86,16,21,93,34,74,75,8,78
5214404381,False,33,87,94,46,36,41,56,88,27,2
5214404382,True,74,5,86,69,54,7,60,55,10,14
5214404387,True,54,110,104,50,39,102,25,89,20,1
5214404388,False,13,64,114,95,12,28,4,50,14,106
5214404389,True,4,14,21,42,50,53,23,112,41,74
5214404390,True,128,102,80,6,51,22,65,54,14,74
5214404391,True,2,8,47,75,26,69,14,67,7,46
5214404392,True,11,44,41,73,84,46,42,72,98,104
5214404393,False,8,33,14,84,6,114,71,21,16,19
5214404394,False,59,89,87,102,128,28,5,97,86,32
5214404398,False,99,79,12,52,82,45,44,94,26,34
5214404399,False,39,38,60,98,40,126,94,87,20,95
5214404400,False,6,54,15,104,10,120,106,119,63,93
5214404401,False,14,11,32,31,93,84,21,41,5,47
5214404402,True,93,72,84,103,128,64,6,71,28,129
5214404403,False,104,5,44,76,119,1,87,30,25,17
5214404404,False,86,34,12,31,50,89,44,27,35,7
5214404405,True,57,46,70,99,71,63,114,86,44,76
5214404406,False,40,44,5,54,34,104,84,93,90,35
5214404407,True,8,43,128,67,32,114,80,7,73,70
5214404408,True,74,7,87,4,95,1,14,98,97,75
5214404409,False,38,46,109,9,20,93,75,83,78,88
5214404416,False,93,26,33,101,35,19,54,25,96,75
5214404418,False,108,114,86,93,57,44,50,98,7,97
5214404419,True,94,34,80,60,120,29,6,41,76,17
5214404420,False,50,42,99,86,35,112,67,2,14,90
5214404421,False,121,93,14,41,46,104,6,97,82,1
5214404426,True,49,1,74,14,8,19,25,44,109,28
5214404427,True,29,97,31,72,28,95,59,9,41,106
5214404428,True,77,25,14,28,15,34,107,45,48,31
5214404429,True,30,63,50,2,70,104,6,64,91,80
5214404430,False,45,49,21,121,39,40,102,18,101,84
5214404431,True,108,41,76,22,79,114,26,104,87,25
5214404432,True,121,59,81,87,44,108,14,93,104,9
5214404439,True,128,91,76,73,96,114,105,31,107,49
5214404440,False,11,49,126,4,35,27,70,102,74,84
5214404441,False,47,95,44,26,4,93,5,23,2,34
5214404442,True,82,26,4,121,28,45,108,74,23,54
5214404443,False,7,2,74,41,87,4,46,5,54,75
5214404444,False,129,35,107,74,26,106,119,112,6,99
5214404445,False,27,36,14,41,83,62,7,21,87,12
5214404446,False,50,22,88,93,80,5,63,14,129,2
5214404447,True,53,42,84,34,104,1,75,26,17,99
5214404451,False,33,44,84,93,91,120,112,129,68,119
5214404452,True,30,80,44,4,26,53,49,31,81,120
5214404453,True,14,111,80,96,114,87,11,121,54,69
5214404454,True,72,91,59,108,105,83,82,25,89,69
5214404455,False,5,76,74,14,12,9,48,97,45,99
5214404456,False,31,81,35,14,64,39,6,5,87,28
5214404457,True,97,44,101,107,1,26,34,23,71,15
5214404461,True,14,41,93,84,30,99,73,20,74,71
5214404462,False,25,26,17,129,106,76,61,72,101,56
5214404463,False,31,54,25,104,86,42,84,98,110,112
5214404464,True,108,15,119,8,53,43,97,7,32,9
5214404465,False,52,82,9,44,36,41,72,14,95,102
5214404468,False,26,126,27,72,17,39,121,99,35,30
5214404470,False,30,21,108,18,87,114,119,98,26,128
5214404471,True,28,68,104,99,73,84,22,120,59,86
5214404476,True,34,120,4,50,121,87,11,69,99,100
5214404477,True,74,21,39,44,84,31,9,76,29,1
5214404478,False,110,9,47,51,128,104,11,63,25,86
5214404479,False,10,64,23,2,9,74,5,54,99,100
5214404480,True,30,104,21,31,98,13,53,93,14,28
5214404481,False,26,45,54,110,120,93,104,47,105,84
5214404482,False,28,98,63,48,16,6,41,14,99,58
5214404487,False,120,22,5,86,41,87,84,104,105,1
5214404488,False,93,35,30,75,102,20,14,81,42,4
5214404489,True,114,93,84,101,44,90,28,14,104,12
5214404490,True,86,106,22,7,74,41,8,26,2,4
5214404491,False,75,54,26,99,25,74,65,41,84,2
5214404492,True,21,35,105,104,14,99,11,9,6,87
5214404493,True,97,99,53,102,11,12,47,29,73,35
5214404494,False,119,104,36,126,86,55,105,6,83,35
5214404495,True,84,72,93,14,40,99,20,54,43,31
5214404496,True,3,84,105,80,61,59,47,86,54,83
5214404497,True,47,26,6,14,63,93,23,79,54,4
5214404502,False,12,36,71,44,22,30,7,112,11,104
5214404503,True,54,44,78,25,33,96,88,74,50,56
5214404504,False,6,62,22,96,95,84,44,11,8,3
5214404505,True,108,84,8,20,14,112,12,11,68,99
5214404506,True,25,42,101,22,104,35,63,95,30,49
5214404507,False,21,37,86,64,8,119,19,84,14,44
5214404508,False,84,13,93,82,51,101,99,27,54,90
5214404510,False,56,90,8,93,35,13,22,68,114,28
5214404511,False,91,99,36,39,114,19,26,70,78,93
5214404519,False,1,50,17,121,51,34,30,103,84,44
5214404520,False,14,101,23,6,104,1,51,84,85,74
5214404521,False,63,65,20,36,100,74,73,7,35,93
5214404523,False,70,86,74,105,41,99,95,107,87,6
5214404524,False,2,50,93,32,74,63,25,62,26,23
5214404525,True,16,93,53,4,23,107,9,98,108,101
5214404526,False,102,2,41,93,52,101,12,84,11,44
5214404527,True,34,87,104,26,8,42,128,25,54,121
5214404532,False,97,70,90,2,20,18,84,108,25,50
5214404533,True,67,47,71,44,94,68,50,27,104,8
5214404534,True,12,25,17,7,8,41,82,51,15,35
5214404535,False,23,22,87,41,91,32,27,106,54,119
5214404536,False,39,36,98,42,74,14,1,21,75,129
5214404538,True,100,74,14,95,27,104,84,101,18,34
5214404539,False,53,95,59,112,22,128,2,74,50,18
5214404540,True,56,93,88,102,128,59,54,112,26,7
5214404541,False,5,9,120,14,8,74,93,58,86,104
5214404542,False,26,62,31,28,109,51,64,104,35,4
5214404543,False,11,99,54,84,26,45,74,14,104,75
5214404548,False,35,7,63,62,114,14,93,41,104,84
5214404549,False,21,31,41,6,84,106,35,74,53,47
5214404550,True,7,74,31,108,48,46,84,5,70,28
5214404551,False,74,109,114,21,93,13,1,84,87,48
5214404552,True,95,126,1,119,36,86,57,100,91,21
5214404553,False,21,71,14,59,10,77,30,48,53,86
5214404554,True,63,34,26,105,44,50,21,1,53,74
5214404555,True,2,21,128,71,11,126,50,72,17,100
5214404559,True,102,100,74,44,86,6,10,69,48,121
5214404561,True,54,128,129,46,64,14,12,30,104,103
5214404562,False,101,23,74,80,78,89,28,35,20,48
5214404563,True,104,45,35,2,34,21,9,63,70,44
5214404564,False,44,3,74,98,5,70,2,37,18,31
5214404565,True,114,14,38,77,1,68,65,10,26,60
5214404566,False,35,106,54,74,128,19,93,107,13,31
5214404567,True,8,86,47,53,40,63,100,110,6,39
5214404568,True,27,109,5,104,128,42,34,14,83,105
5214404574,True,69,26,75,101,44,71,8,14,62,82
5214404576,False,69,27,72,104,65,34,98,40,5,8
