match_id,radiant_win,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9,player_10
5214464376,False,112,10,28,74,67,85,27,32,54,106
5214464380,False,25,37,23,28,104,35,97,54,63,84
5214464381,True,126,74,26,12,121,46,87,1,68,69
5214464382,False,12,2,83,76,121,97,7,112,126,86
5214464383,False,48,42,26,74,35,93,7,32,62,47
5214464384,False,21,70,29,51,111,99,93,31,91,126
5214464385,True,87,59,74,21,23,46,62,104,14,18
5214464386,True,74,11,23,59,36,44,99,72,86,14
5214464387,True,81,99,26,87,47,114,119,18,21,126
5214464391,True,104,22,98,6,70,28,4,63,27,114
5214464392,True,54,14,31,93,73,34,6,104,26,44
5214464397,False,29,2,26,93,25,88,57,44,84,96
5214464398,False,18,34,70,6,26,114,84,54,14,8
5214464399,True,31,1,28,108,82,44,71,26,21,104
5214464405,True,45,34,14,42,20,9,97,25,21,39
5214464406,False,84,100,21,69,61,44,11,8,20,75
5214464407,True,29,74,50,8,22,62,128,2,34,114
5214464408,True,21,68,100,20,19,90,10,111,44,58
5214464409,True,53,37,44,11,71,128,110,112,49,35
5214464410,True,68,12,99,9,101,62,58,84,54,114
5214464411,True,104,1,94,26,14,51,22,97,62,4
5214464413,True,27,99,23,35,111,47,41,74,14,59
5214464414,True,104,13,80,64,83,54,26,1,87,11
5214464415,True,28,69,31,67,106,98,42,50,60,97
5214464419,True,2,35,27,54,62,14,53,8,86,7
5214464420,True,84,74,35,14,8,54,34,50,42,59
5214464421,False,121,80,93,31,70,76,113,85,84,86
5214464422,True,17,76,69,20,105,5,8,9,62,99
5214464423,True,126,53,114,31,35,6,15,12,45,14
5214464424,True,14,59,9,87,102,82,93,41,39,42
5214464425,True,29,1,53,104,13,5,14,105,25,4
5214464433,False,126,49,26,12,71,44,84,15,106,65
5214464434,False,77,59,9,98,104,31,90,11,19,93
5214464436,True,27,93,18,7,42,82,119,112,8,84
5214464437,True,100,64,4,51,75,14,1,119,48,108
5214464440,False,103,63,89,11,41,104,47,84,95,34
5214464441,False,35,22,42,129,23,88,44,8,11,63
5214464442,True,74,21,8,50,22,6,14,19,101,104
5214464443,True,67,6,9,56,14,54,42,112,47,129
5214464444,False,34,26,87,93,13,44,104,20,112,120
5214464445,False,104,74,90,99,18,68,84,34,26,47
5214464446,True,126,44,129,70,103,14,1,105,67,94
5214464448,True,22,12,101,82,41,26,62,14,28,13
5214464450,True,14,8,23,53,85,74,44,126,31,104
5214464453,True,53,129,119,7,104,30,14,25,99,120
5214464454,False,27,81,42,22,101,29,18,14,44,5
5214464455,True,70,104,7,17,86,88,85,44,14,21
5214464456,False,54,50,96,76,86,98,126,26,93,25
5214464457,True,74,12,72,35,110,128,7,105,42,70
5214464458,True,21,104,14,8,17,83,1,42,25,19
5214464459,False,126,38,28,74,36,21,46,104,107,93
5214464460,True,2,23,70,61,128,19,98,33,16,101
5214464465,False,60,4,87,112,39,13,52,6,102,90
5214464466,False,32,108,12,107,87,97,119,13,66,8
5214464467,True,121,73,11,9,41,14,79,54,95,114
5214464471,False,81,14,44,100,104,7,74,26,93,71
5214464473,False,120,4,114,57,74,69,99,111,46,1
5214464474,True,65,5,35,54,44,94,32,21,17,14
5214464475,False,2,107,59,12,82,85,93,84,26,74
5214464476,True,75,110,126,48,128,86,65,64,35,93
5214464483,False,17,14,99,91,4,100,70,120,76,25
5214464484,True,7,5,17,21,93,97,84,91,8,14
5214464485,False,23,5,17,84,36,4,35,99,27,42
5214464486,True,37,96,45,14,95,68,87,6,4,19
5214464487,False,16,44,47,104,62,26,42,99,35,94
5214464488,False,14,37,7,1,71,114,22,5,8,104
5214464489,False,22,100,62,109,14,28,119,35,84,1
5214464490,False,13,12,31,11,29,20,84,93,21,59
5214464491,False,107,109,71,98,101,26,36,74,8,45
5214464492,True,10,20,13,104,84,35,54,70,14,31
5214464497,True,14,93,46,51,107,105,84,71,10,126
5214464498,True,126,114,7,27,35,48,9,72,70,21
5214464499,False,93,98,21,8,26,14,4,12,104,5
5214464500,False,21,114,18,104,28,5,8,53,88,14
5214464501,False,56,4,34,88,26,100,41,22,98,50
5214464502,False,6,105,17,129,30,14,21,8,31,9
5214464503,True,28,46,50,31,93,70,120,17,86,83
5214464504,True,38,22,71,18,59,61,19,94,126,41
5214464505,False,14,121,41,9,26,108,128,75,84,114
5214464506,True,62,112,119,4,71,20,104,21,25,10
5214464507,False,93,59,31,84,120,99,4,6,121,19
5214464512,True,112,58,75,91,73,7,26,126,12,18
5214464514,False,93,98,64,76,26,70,21,126,84,128
5214464515,False,62,44,87,89,101,31,35,75,129,109
5214464516,False,30,9,74,41,42,49,19,87,12,7
5214464518,False,84,56,97,120,61,44,128,18,35,87
5214464520,False,64,7,38,34,93,58,59,74,97,9
5214464521,False,34,14,21,101,54,46,44,9,52,30
5214464522,False,27,16,23,93,100,40,51,26,11,7
5214464523,True,14,96,121,35,10,6,49,26,44,9
5214464524,False,54,26,14,121,39,129,101,4,86,5
5214464525,True,44,50,42,94,88,35,110,2,93,36
5214464526,True,74,12,108,87,101,121,8,65,126,119
5214464527,False,35,44,7,57,86,102,9,46,84,93
5214464528,False,95,35,29,18,105,108,42,39,49,34
5214464529,True,34,41,27,97,14,56,53,93,18,38
5214464530,False,126,22,30,23,12,97,9,63,54,17
