match_id,radiant_win,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9,player_10
5214424376,True,26,105,104,97,44,49,9,25,102,126
5214424383,True,8,93,109,28,16,27,87,71,54,34
5214424385,False,44,17,4,108,59,22,41,52,104,23
5214424386,False,14,83,17,35,7,104,26,121,54,91
5214424394,False,97,26,93,28,75,8,84,37,80,29
5214424395,True,36,26,14,82,54,34,84,87,69,93
5214424396,False,7,8,42,97,70,14,95,93,102,18
5214424397,False,28,104,35,47,50,73,2,126,54,62
5214424400,False,26,54,41,2,84,30,14,34,114,42
5214424401,False,114,128,93,27,41,69,112,19,11,104
5214424402,True,15,71,82,119,62,8,16,94,88,72
5214424403,True,26,21,70,84,56,19,30,86,6,57
5214424404,True,101,13,44,11,97,54,18,69,57,128
5214424405,True,126,129,86,1,5,14,3,74,8,55
5214424406,True,104,93,46,90,75,87,14,3,83,29
5214424408,True,81,41,14,4,90,82,53,31,105,106
5214424409,True,22,12,27,19,25,74,54,101,57,84
5214424410,True,72,21,59,35,32,44,64,83,49,67
5214424411,True,56,71,112,44,11,6,19,13,10,99
5214424415,False,76,108,87,54,45,11,19,114,40,75
5214424416,False,84,97,1,37,101,126,56,7,75,14
5214424417,True,14,20,28,112,8,104,44,93,62,27
5214424418,True,75,25,14,4,91,26,121,97,93,55
5214424419,False,7,14,10,8,88,60,11,36,59,26
5214424426,False,93,34,55,128,112,86,74,7,8,14
5214424427,True,21,22,12,7,14,2,72,69,5,8
5214424428,False,12,104,26,82,101,39,7,83,44,41
5214424429,True,21,99,84,87,93,14,37,95,9,44
5214424430,True,25,26,104,105,70,1,22,58,2,84
5214424431,True,1,112,97,31,41,6,47,4,29,26
5214424432,True,67,70,6,50,121,14,104,68,114,39
5214424433,True,104,89,83,14,106,105,30,85,129,41
5214424434,True,87,98,84,6,22,3,2,112,11,93
5214424437,False,84,53,39,12,6,21,106,7,76,14
5214424438,True,61,28,53,48,26,16,1,25,100,50
5214424439,False,34,41,129,70,74,104,69,15,10,14
5214424440,True,9,69,34,87,1,84,121,114,61,64
5214424441,True,59,44,2,99,8,14,119,7,128,27
5214424442,False,41,34,103,76,101,104,54,67,8,14
5214424446,True,93,35,85,96,42,104,98,21,64,1
5214424447,False,3,76,53,101,8,41,47,12,7,50
5214424449,True,3,89,56,77,59,101,43,68,112,16
5214424450,True,27,21,38,77,109,23,129,97,74,14
5214424451,False,86,21,14,128,1,59,95,119,62,104
5214424453,True,119,126,80,105,81,26,23,69,27,12
5214424454,False,99,21,5,6,50,20,87,98,9,12
5214424455,False,104,82,14,26,54,99,101,84,31,19
5214424456,False,5,32,23,34,114,68,75,77,1,97
5214424457,True,129,65,128,43,1,102,48,107,51,36
5214424458,True,4,64,47,9,7,31,113,68,2,12
5214424459,False,54,2,21,83,75,84,42,93,50,15
5214424460,False,120,26,72,23,4,27,54,8,51,20
5214424461,False,42,104,26,16,7,57,20,4,72,58
5214424462,False,36,85,58,128,67,8,101,81,54,45
5214424463,False,18,44,1,81,54,65,96,45,20,71
5214424464,False,11,2,44,30,35,93,104,99,126,89
5214424469,False,2,26,42,97,75,129,6,50,119,35
5214424470,False,27,99,35,84,4,3,41,62,28,9
5214424471,True,75,44,51,5,41,42,105,26,74,96
5214424473,False,49,82,97,100,19,93,120,112,14,41
5214424474,True,34,44,54,104,128,82,17,114,35,108
5214424475,True,82,88,99,66,54,31,93,37,2,47
5214424476,True,69,32,112,119,35,94,21,99,59,101
5214424477,False,42,8,74,21,62,11,106,107,44,95
5214424478,True,108,75,68,37,63,10,88,93,30,69
5214424480,True,12,28,96,31,5,38,93,14,86,22
5214424481,False,95,43,47,69,2,75,15,35,12,14
5214424482,False,14,85,11,93,30,39,25,84,54,102
5214424483,False,17,129,58,9,18,75,84,93,20,12
5214424484,False,21,32,9,5,44,47,42,76,68,69
5214424485,False,36,17,101,68,42,84,63,35,67,111
5214424486,True,101,25,19,22,28,121,1,65,126,14
5214424487,False,36,17,67,14,37,99,62,76,71,106
5214424492,True,23,26,17,1,5,37,74,6,30,47
5214424493,True,4,119,14,95,47,52,121,94,35,26
5214424494,False,14,44,35,104,3,28,1,6,42,53
5214424495,False,41,2,26,14,54,77,93,20,30,106
5214424496,False,44,4,90,18,79,17,30,42,26,93
5214424497,True,114,48,86,74,7,13,21,69,56,12
5214424498,True,112,51,74,93,87,98,14,26,41,80
5214424500,True,128,84,98,41,119,50,53,4,46,70
5214424501,True,107,31,38,22,12,58,97,26,13,128
5214424502,True,74,53,75,12,30,35,80,58,21,28
5214424503,False,120,83,31,47,81,30,74,128,63,54
5214424505,True,30,44,64,51,74,17,54,7,27,87
5214424506,False,35,62,50,84,129,69,27,13,42,70
5214424510,False,126,42,71,98,30,40,72,111,60,2
5214424511,True,78,64,104,4,9,129,44,62,90,7
5214424512,False,111,41,26,10,47,8,104,22,4,87
5214424519,True,94,87,112,104,44,8,29,25,101,74
5214424520,False,40,41,102,64,74,35,86,57,85,54
5214424521,True,27,30,108,53,20,84,56,48,14,40
5214424522,False,11,9,14,21,126,54,3,129,105,75
5214424523,True,100,86,76,97,44,42,74,41,26,20
5214424524,False,104,71,8,84,39,93,14,34,27,2
5214424525,True,74,31,71,41,96,121,19,1,11,99
5214424526,True,30,70,26,21,14,104,44,46,76,8
5214424527,False,17,40,99,42,22,73,29,62,15,93
5214424528,True,64,16,54,44,70,31,88,104,30,93
5214424533,True,17,95,129,10,48,70,44,91,65,22
5214424534,True,14,93,88,7,8,4,58,126,12,98
5214424535,False,39,28,74,54,86,30,59,22,12,41
5214424542,False,128,76,45,21,2,1,39,5,42,22
5214424543,False,81,3,128,84,44,85,53,121,64,12
5214424544,False,9,23,110,100,104,8,26,74,14,62
5214424545,False,10,121,35,1,101,23,6,54,70,17
5214424551,False,1,42,43,7,26,74,41,71,19,55
5214424552,False,114,31,5,12,52,7,54,19,87,74
5214424553,True,5,39,47,9,42,34,119,90,93,4
5214424554,False,69,50,39,13,15,72,29,114,86,75
5214424555,True,43,112,15,44,62,95,91,1,54,71
5214424556,False,35,74,7,44,84,14,32,12,8,101
5214424557,False,12,101,10,20,35,8,7,42,17,74
5214424563,True,16,29,25,74,1,59,93,5,13,87
5214424564,False,93,104,121,7,13,54,19,14,87,43
5214424565,False,41,42,73,14,9,1,17,112,49,53
5214424566,False,104,112,6,9,5,44,64,30,62,35
5214424567,True,7,47,1,75,70,94,84,14,16,63
5214424572,False,15,59,60,6,4,61,43,16,41,12
5214424573,True,88,47,33,14,84,74,114,15,44,26
5214424574,False,11,30,37,12,35,54,44,27,75,7
5214424575,True,74,1,31,86,129,28,121,44,20,25
5214424576,True,31,93,14,21,83,65,28,42,8,76
5214424577,False,93,6,128,25,35,81,26,76,99,98
5214424578,False,104,119,50,11,99,74,100,121,6,2
5214424579,False,14,101,35,94,27,17,28,110,32,64
5214424580,False,23,128,37,8,105,30,75,114,6,57
5214424584,True,45,97,74,1,99,35,14,84,26,104
5214424585,False,14,109,68,7,126,59,1,112,25,69
5214424586,False,23,75,11,85,30,3,99,8,108,35
5214424587,True,104,12,28,106,34,74,1,80,2,22
5214424588,False,5,31,14,99,21,41,30,71,10,28
5214424590,False,50,114,42,7,120,20,97,54,84,6
5214424591,True,9,75,93,104,121,54,21,7,11,111
5214424595,True,36,23,34,12,14,33,119,7,70,18
5214424596,False,35,16,75,104,84,30,26,94,15,14
5214424597,True,44,33,2,82,87,14,91,109,42,101
5214424598,True,41,110,47,54,71,70,59,8,12,7
5214424599,False,7,26,93,14,128,54,95,30,6,108
5214424600,True,35,41,2,12,104,18,7,4,9,68
5214424601,True,13,108,114,86,14,6,27,74,64,98
5214424602,True,74,71,102,21,54,14,44,26,13,28
5214424603,False,27,10,11,16,112,54,110,84,119,17
5214424604,True,109,25,96,71,90,128,86,84,93,39
5214424605,True,6,35,1,27,21,31,128,74,97,41
5214424606,True,4,31,44,104,26,88,39,99,58,35
5214424607,False,90,126,25,88,80,35,12,68,81,14
5214424610,False,11,128,85,52,111,17,31,89,87,96
5214424611,False,65,15,119,74,87,100,8,13,31,28
5214424612,True,26,64,59,54,47,10,128,43,104,73
5214424613,True,54,28,97,7,86,96,26,72,47,84
5214424614,True,82,8,100,98,14,104,41,65,22,94
5214424615,True,128,6,14,69,104,23,62,8,27,64
5214424617,False,100,71,53,16,106,114,84,4,62,9
5214424618,True,39,100,26,54,129,32,43,84,56,83
5214424619,False,11,5,101,54,19,23,84,121,98,44
5214424620,False,62,2,25,86,39,60,93,27,45,29
5214424621,False,41,4,19,17,62,21,8,30,16,49
5214424623,False,12,14,35,58,9,84,94,53,71,89
5214424624,True,26,14,63,106,104,22,31,74,21,12
5214424625,False,39,73,28,44,104,12,110,84,15,34
5214424626,True,128,41,83,94,70,5,11,14,99,44
5214424628,True,1,91,38,101,35,5,84,74,41,71
5214424631,True,108,27,14,54,68,63,26,120,67,71
5214424632,True,21,35,8,90,97,86,78,23,54,32
5214424633,True,14,47,28,44,26,32,81,5,121,114
5214424634,False,68,64,41,25,81,84,13,1,9,11
5214424635,True,126,71,106,109,84,19,6,62,12,96
5214424636,True,14,23,104,106,44,17,85,26,36,12
5214424637,True,42,101,54,39,6,1,47,112,99,84
5214424638,False,4,39,85,88,14,64,62,5,12,23
5214424639,False,5,32,17,18,89,98,128,10,9,74
5214424643,False,59,21,110,88,109,5,64,46,35,91
5214424644,False,12,21,14,31,35,17,41,40,104,30
