match_id,radiant_win,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9,player_10
5214444378,True,86,98,76,14,4,97,71,28,83,82
5214444379,True,8,49,84,104,14,54,21,2,93,82
5214444380,True,14,42,26,98,74,104,84,8,9,39
5214444381,True,74,14,71,93,42,44,69,40,26,11
5214444382,True,59,67,11,19,105,64,1,22,49,84
5214444383,False,14,1,75,104,2,59,54,111,9,86
5214444384,False,114,14,26,41,74,44,7,19,4,25
5214444386,False,22,87,73,74,102,34,52,104,45,12
5214444387,True,17,68,44,104,14,96,85,54,34,74
5214444391,True,94,17,87,104,88,1,73,58,83,26
5214444393,False,80,63,90,99,21,6,40,44,102,98
5214444397,True,8,5,75,74,15,68,114,26,1,56
5214444398,True,46,74,12,39,31,32,13,26,86,108
5214444399,True,35,42,72,20,106,7,71,99,34,26
5214444400,True,128,68,11,51,1,99,47,26,14,93
5214444401,True,99,23,27,104,12,60,14,126,76,95
5214444402,False,23,38,50,15,62,30,28,107,12,98
5214444403,False,21,65,11,8,26,1,114,104,22,5
5214444404,False,97,59,1,110,50,20,54,25,35,28
5214444408,False,26,60,106,15,28,86,69,12,73,63
5214444409,False,114,21,12,26,36,6,22,84,44,4
5214444410,False,107,14,30,47,6,112,110,21,44,68
5214444411,True,71,43,28,37,6,59,98,4,72,51
5214444412,False,49,84,41,4,27,20,9,35,8,104
5214444413,False,86,40,119,89,126,5,129,69,8,14
5214444414,True,12,31,16,100,22,68,54,14,53,77
5214444416,False,58,7,82,93,26,104,84,29,95,14
5214444417,True,72,94,41,20,119,74,54,51,23,50
5214444418,True,95,2,44,49,84,104,19,14,35,72
5214444424,True,71,26,106,114,93,4,86,87,82,120
5214444426,True,14,44,26,19,39,70,78,105,58,11
5214444428,True,49,120,6,101,20,12,31,108,88,11
5214444429,False,21,23,71,100,7,105,55,46,4,39
5214444433,True,25,83,17,4,96,54,10,28,26,13
5214444434,True,38,9,8,5,19,100,93,53,68,34
5214444435,True,85,42,23,63,74,13,53,7,35,48
5214444440,True,14,23,120,15,26,50,8,74,104,76
5214444441,False,5,8,78,119,106,114,54,86,35,84
5214444443,True,23,68,32,102,74,84,44,17,25,104
5214444444,True,28,40,54,21,83,2,75,35,44,86
5214444446,True,5,96,54,22,76,74,107,51,93,14
5214444449,False,93,51,105,42,10,41,26,7,104,31
5214444450,True,44,31,129,32,33,35,14,87,28,128
5214444451,True,44,74,9,75,99,1,82,69,114,7
5214444452,False,35,14,7,80,32,112,114,41,34,88
5214444453,False,74,128,15,10,58,7,76,8,14,96
5214444454,True,47,59,19,64,50,99,114,94,20,71
5214444455,False,97,8,26,41,34,14,28,90,104,93
