match_id,radiant_win,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9,player_10
5173127509,False,11,67,14,128,47,26,76,36,35,84
5173127511,False,74,84,21,41,83,35,93,47,128,45
5173127513,False,55,35,31,39,47,20,66,26,6,129
5173127515,True,4,47,86,5,99,111,16,121,82,93
5173127519,True,32,8,22,50,63,74,14,69,105,41
5173127602,True,48,14,84,6,126,46,64,74,104,72
5173127605,False,68,93,21,14,76,70,61,3,63,83
5173127614,False,84,119,44,69,49,126,7,1,10,30
5173127615,True,126,70,26,104,128,84,41,23,75,86
5173127618,True,18,31,106,14,76,77,93,91,46,26
5173127717,True,6,84,114,128,120,21,129,75,40,68
5173127812,False,21,70,74,53,87,26,14,11,93,44
5173127900,True,26,93,5,60,49,126,97,86,14,13
5173127914,True,72,84,120,50,6,35,114,126,37,3
5173127917,True,84,6,11,128,33,30,14,105,63,17
5173127918,True,14,5,74,7,10,112,84,1,120,13
5173127919,True,9,28,46,21,114,36,62,120,98,13
5173128010,False,96,64,41,23,26,32,54,47,7,30
5173128019,True,11,40,87,98,1,14,26,76,19,93
5173128104,False,91,19,76,121,72,7,74,114,47,97
5173128106,True,17,91,23,36,47,5,1,105,13,31
5173128107,True,25,114,17,26,44,104,35,95,30,53
5173128114,True,54,26,39,53,129,93,14,128,74,7
5173128115,True,31,14,48,59,104,119,71,74,97,8
5173128118,False,25,100,34,12,54,53,99,67,89,82
5173128200,True,102,2,101,45,72,69,20,6,31,70
5173128208,False,74,101,14,70,63,36,49,11,54,128
5173128209,False,93,29,26,74,86,82,27,80,99,64
5173128212,False,11,31,69,20,10,96,13,56,34,83
5173128213,False,58,70,76,93,64,47,6,83,31,21
5173128317,True,43,7,12,27,21,114,5,26,23,47
5173128318,True,81,75,105,106,9,21,74,62,18,14
5173128402,False,128,74,104,14,6,53,7,87,114,70
5173128501,False,90,14,80,74,4,44,63,5,128,73
5173128502,True,94,60,69,13,128,72,102,74,111,14
5173128505,False,128,105,70,13,110,6,99,26,83,11
5173128509,False,59,25,43,26,80,112,70,19,91,74
5173128510,True,7,80,78,70,21,62,59,126,104,1
5173128701,False,13,74,84,12,50,126,104,26,87,11
5173128704,True,27,10,86,44,78,128,5,93,63,14
5173128705,False,2,51,128,6,94,84,14,35,46,11
5173128709,True,22,7,69,3,44,63,83,14,49,26
5173128802,True,2,128,119,47,12,111,34,112,70,50
5173128804,True,64,8,28,26,74,54,20,23,22,37
5173128808,True,84,63,94,105,71,95,7,35,69,101
5173128809,False,83,1,70,74,91,69,6,11,84,5
5173128810,True,75,114,95,84,15,88,76,97,31,93
5173128812,True,47,102,86,101,41,44,26,75,70,17
5173128813,False,11,8,86,40,78,7,96,21,75,12
5173128900,True,14,95,104,36,84,30,9,21,99,1
5173128901,False,84,26,44,98,22,14,63,95,68,129
5173128904,False,93,29,5,114,16,4,51,129,39,107
5173128907,True,4,106,83,40,110,93,108,68,107,17
5173129001,True,28,74,63,93,121,104,22,23,126,41
5173129014,True,83,104,42,17,5,128,28,12,87,74
5173129016,False,42,85,74,97,88,5,23,8,83,20
5173129017,False,106,18,104,27,14,93,26,9,23,80
5173129019,True,18,20,40,70,39,12,44,14,13,19
5173129109,True,43,50,108,72,74,10,40,99,34,20
5173129113,True,87,63,104,14,76,1,27,68,42,15
5173129114,True,70,7,52,2,75,54,86,26,49,56
5173129117,False,38,13,11,9,41,57,14,95,101,3
5173129118,True,27,82,109,81,31,19,74,84,91,72
5173129200,False,12,76,65,26,7,15,69,13,41,83
5173129201,False,99,22,30,95,114,87,74,60,104,3
5173129204,True,91,58,13,21,89,128,68,74,41,47
5173129205,False,75,23,26,128,44,71,57,22,41,27
5173129208,False,41,20,74,129,101,84,13,35,4,104
5173129210,False,19,21,26,84,87,128,100,15,29,47
5173129309,False,76,93,26,99,7,97,13,14,9,15
5173129314,False,57,71,25,95,22,47,70,31,63,7
5173129401,True,54,21,84,29,110,95,30,74,14,42
5173129402,True,51,28,104,15,14,34,86,29,1,74
5173129403,True,111,34,19,129,6,25,75,14,42,126
5173129417,False,63,84,97,34,26,99,87,8,74,7
5173129516,False,31,98,74,48,62,92,11,41,14,83
5173129517,False,89,97,9,14,4,112,106,88,98,6
5173129519,True,128,74,25,106,85,26,93,17,14,83
5173129613,False,4,128,68,73,20,100,91,16,1,21
5173129617,False,28,14,86,18,39,59,12,69,20,74
5173129712,False,5,74,53,62,63,17,119,110,40,41
5173129713,True,75,103,50,14,93,69,30,94,101,114
5173129716,True,14,32,22,44,7,18,29,30,96,39
5173129717,True,64,7,22,8,120,13,93,14,121,49
5173129719,False,43,101,14,106,19,119,44,37,25,4
5173129806,False,40,54,108,7,17,71,32,87,22,98
5173129809,False,114,108,8,84,126,105,23,121,17,93
5173129810,False,111,76,47,27,6,70,44,22,14,9
5173129914,True,126,90,70,128,59,93,98,91,74,23
5173129916,True,72,51,75,44,5,6,22,14,21,49
5173129918,True,74,64,99,93,17,51,111,5,104,52
5173130009,True,1,75,80,74,83,17,90,54,62,104
5173130011,False,6,87,108,17,83,101,22,69,70,4
5173130013,False,128,54,32,59,119,6,114,104,84,14
5173130100,False,54,64,98,97,75,14,62,44,7,51
5173130101,True,105,56,39,51,14,70,62,27,8,34
5173130301,True,14,128,96,86,21,119,20,84,94,78
5173130305,True,14,41,97,1,86,74,19,6,22,20
5173130308,True,67,13,14,80,26,74,9,41,39,2
5173130316,False,67,97,42,90,5,26,94,104,51,49
5173130317,True,44,26,80,22,74,25,96,30,1,4
5173130408,True,44,75,17,128,104,42,90,35,26,63
5173130412,False,58,23,31,19,80,70,46,16,22,102
5173130418,True,41,14,17,23,13,8,84,74,97,37
5173130500,False,14,128,106,26,6,114,5,19,47,84
5173130501,True,84,75,7,70,36,14,98,21,112,13
5173130505,True,105,87,104,74,42,90,47,67,110,26
5173130508,False,21,49,44,68,33,71,26,93,45,47
5173130509,False,8,19,14,20,35,81,9,104,36,68
5173130511,True,93,101,88,34,75,69,74,84,27,41
5173130600,False,110,23,44,25,49,1,20,18,106,128
5173130601,False,23,93,63,50,119,14,73,101,21,126
5173130603,True,76,85,70,84,28,128,6,98,86,21
5173130606,False,26,82,93,14,19,41,128,21,17,91
5173130608,True,84,48,14,43,90,74,30,41,105,104
5173130611,False,69,86,83,2,15,22,84,13,85,95
5173130614,True,83,2,11,6,57,14,9,44,96,47
5173130702,True,14,113,63,10,58,47,48,9,2,39
5173130703,True,59,114,4,54,28,5,35,74,44,86
5173130813,True,99,6,90,13,86,23,47,10,128,121
5173130814,False,42,56,3,37,99,1,22,5,91,19
5173130817,False,112,70,74,106,83,14,6,7,5,76
5173130818,False,11,22,63,20,84,126,69,70,128,5
5173130916,True,102,120,128,72,26,97,3,44,84,18
5173130917,False,50,8,23,30,51,108,46,19,68,12
5173130918,False,32,31,106,21,94,83,14,59,57,75
5173130919,False,8,14,35,101,84,6,47,5,99,22
5173131011,False,47,1,26,54,23,95,76,86,14,7
5173131014,True,44,84,119,21,46,114,86,13,104,11
5173131015,True,77,26,31,104,21,101,40,44,14,84
5173131018,True,30,41,51,128,25,90,14,19,20,10
5173131102,True,73,16,8,14,64,76,109,68,2,7
5173131104,False,114,126,68,14,93,20,21,19,91,75
5173131106,False,84,10,74,106,14,93,128,11,69,26
5173131111,True,1,88,23,26,110,72,64,22,69,63
5173131118,False,19,4,27,128,14,93,52,100,30,16
5173131200,True,106,76,50,128,30,36,1,87,67,26
5173131202,False,15,11,57,74,86,51,35,20,41,26
5173131300,True,54,128,101,29,13,40,27,19,21,93
5173131306,False,12,14,112,64,11,18,86,126,57,84
5173131308,True,128,71,80,12,86,26,74,23,84,41
5173131412,False,68,46,70,102,31,27,8,74,84,82
5173131417,True,34,87,104,114,64,90,32,69,74,33
5173131503,False,74,87,93,23,111,80,26,7,18,10
5173131507,True,104,6,90,31,114,70,27,110,23,39
5173131508,True,28,56,4,31,74,17,120,100,93,75
5173131509,True,6,63,96,48,86,14,74,128,93,13
5173131604,False,19,25,80,14,86,9,108,8,5,82
5173131605,True,11,21,20,119,6,100,70,36,74,62
5173131606,True,31,13,14,62,27,84,111,1,51,21
5173131608,False,17,44,101,98,87,85,83,14,128,4
5173131609,False,74,20,14,91,19,11,85,6,114,30
5173131612,True,83,6,7,17,128,13,34,67,16,27
5173131613,False,13,14,83,93,11,114,60,121,19,6
5173131614,True,108,11,95,30,64,16,42,23,26,93
5173131615,True,6,69,47,37,21,58,93,68,126,85
5173131705,False,35,59,9,91,14,64,98,21,114,84
